Date,HT,AT,HS,AS
3/12/2020,Unión Española,Universidad de Concepcion,1,1
4/12/2020,Cobresal,O'Higgins,1,1
4/12/2020,La Serena,Iquique,1,0
5/12/2020,Huachipato,Colo Colo,2,2
6/12/2020,Wanderers,Coquimbo,1,1
6/12/2020,Union Calera,Everton,6,2
23/12/2020,Universidad de Chile,Universidad Catolica,0,0
8/12/2020,Cobresal,Universidad de Concepcion,3,1
8/12/2020,Iquique,Unión Española,1,1
8/12/2020,Colo Colo,La Serena,0,2
8/12/2020,O'Higgins,Huachipato,2,1
9/12/2020,Palestino,Union Calera,3,1
9/12/2020,Audax Italiano,Universidad de Chile,1,3
10/12/2020,Everton,Curicó,3,1
23/12/2020,Coquimbo,Antofagasta,0,1
30/12/2020,Universidad Catolica,Wanderers,1,1
12/12/2020,Unión Española,Colo Colo,1,2
12/12/2020,Universidad de Concepcion,Audax Italiano,3,1
13/12/2020,La Serena,Coquimbo,1,0
13/12/2020,Wanderers,Everton,2,1
14/12/2020,Antofagasta,Huachipato,2,1
14/12/2020,Curicó,Cobresal,0,1
30/12/2020,Union Calera,O'Higgins,0,1
24/1/2021,Universidad de Chile,Iquique,2,2
25/1/2021,Universidad Catolica,Palestino,2,3
16/12/2020,Palestino,Wanderers,3,1
16/12/2020,Iquique,Universidad de Concepcion,4,0
16/12/2020,Everton,Unión Española,1,2
17/12/2020,Audax Italiano,Antofagasta,3,0
17/12/2020,La Serena,Universidad de Chile,0,0
17/12/2020,Huachipato,Curicó,1,0
23/1/2021,Colo Colo,Coquimbo,2,1
23/1/2021,Cobresal,Union Calera,1,1
30/1/2021,O'Higgins,Universidad Catolica,2,0
19/12/2020,Universidad Catolica,Colo Colo,0,0
20/12/2020,Palestino,Audax Italiano,1,0
20/12/2020,Antofagasta,Wanderers,1,1
20/12/2020,Universidad de Chile,Huachipato,2,2
20/12/2020,Coquimbo,O'Higgins,0,3
21/12/2020,Universidad de Concepcion,La Serena,0,2
22/12/2020,Everton,Cobresal,3,0
28/1/2021,Union Calera,Iquique,1,2
31/1/2021,Curicó,Unión Española,2,4
26/12/2020,Wanderers,O'Higgins,1,0
27/12/2020,Unión Española,Antofagasta,1,1
27/12/2020,Huachipato,Coquimbo,0,1
27/12/2020,Audax Italiano,Universidad Catolica,2,2
28/12/2020,Iquique,Palestino,0,2
28/12/2020,Cobresal,Universidad de Chile,2,0
28/12/2020,Universidad de Concepcion,Everton,0,0
24/1/2021,La Serena,Curicó,2,0
31/1/2021,Colo Colo,Union Calera,2,1
2/1/2021,O'Higgins,La Serena,1,1
2/1/2021,Everton,Iquique,1,0
2/1/2021,Union Calera,Wanderers,3,0
3/1/2021,Antofagasta,Colo Colo,0,1
3/1/2021,Universidad de Chile,Universidad de Concepcion,2,0
4/1/2021,Palestino,Curicó,4,2
4/1/2021,Universidad Catolica,Huachipato,3,0
4/1/2021,Audax Italiano,Unión Española,2,2
4/2/2021,Coquimbo,Cobresal,0,1
6/1/2021,Wanderers,Colo Colo,3,0
6/1/2021,La Serena,Everton,1,1
6/1/2021,Universidad de Chile,O'Higgins,0,1
7/1/2021,Curicó,Antofagasta,2,0
7/1/2021,Universidad de Concepcion,Palestino,1,1
7/1/2021,Huachipato,Union Calera,4,3
7/1/2021,Iquique,Universidad Catolica,0,1
8/1/2021,Cobresal,Audax Italiano,1,2
26/1/2021,Unión Española,Coquimbo,0,1
10/1/2021,Universidad Catolica,Curicó,1,1
10/1/2021,Colo Colo,Everton,1,0
10/1/2021,Union Calera,Universidad de Concepcion,1,2
11/1/2021,Palestino,Unión Española,2,2
11/1/2021,Antofagasta,La Serena,2,2
11/1/2021,Wanderers,Cobresal,1,0
11/1/2021,Audax Italiano,Huachipato,2,0
12/1/2021,O'Higgins,Iquique,2,2
29/1/2021,Coquimbo,Universidad de Chile,0,1
13/1/2021,Universidad de Concepcion,Colo Colo,1,1
14/1/2021,Everton,Audax Italiano,2,1
14/1/2021,Universidad de Chile,Palestino,1,1
14/1/2021,Unión Española,Universidad Catolica,1,1
15/1/2021,Cobresal,Antofagasta,3,1
15/1/2021,La Serena,Union Calera,0,3
15/1/2021,Curicó,O'Higgins,1,3
15/1/2021,Huachipato,Wanderers,4,0
1/2/2021,Iquique,Coquimbo,2,2
17/1/2021,Colo Colo,Universidad de Chile,0,0
18/1/2021,Palestino,Cobresal,3,2
18/1/2021,Wanderers,La Serena,0,0
18/1/2021,Audax Italiano,Union Calera,0,3
19/1/2021,Antofagasta,Iquique,3,1
19/1/2021,Huachipato,Unión Española,4,1
19/1/2021,Universidad Catolica,Everton,1,1
19/1/2021,O'Higgins,Universidad de Concepcion,0,0
20/1/2021,Coquimbo,Curicó,0,0
5/2/2021,La Serena,Universidad Catolica,1,2
5/2/2021,Union Calera,Antofagasta,1,1
5/2/2021,Curicó,Wanderers,1,3
6/2/2021,O'Higgins,Audax Italiano,0,0
6/2/2021,Everton,Palestino,1,3
6/2/2021,Universidad de Chile,Unión Española,3,0
6/2/2021,Iquique,Colo Colo,0,0
7/2/2021,Universidad de Concepcion,Coquimbo,2,1
7/2/2021,Cobresal,Huachipato,2,1
10/2/2021,Antofagasta,O'Higgins,1,0
10/2/2021,Unión Española,La Serena,1,1
10/2/2021,Curicó,Universidad de Chile,0,0
10/2/2021,Universidad Catolica,Union Calera,0,0
11/2/2021,Audax Italiano,Iquique,1,1
11/2/2021,Wanderers,Universidad de Concepcion,1,1
11/2/2021,Coquimbo,Everton,3,0
11/2/2021,Colo Colo,Cobresal,0,0
11/2/2021,Huachipato,Palestino,1,0
13/2/2021,Union Calera,Curicó,2,3
13/2/2021,Universidad de Chile,Antofagasta,3,1
14/2/2021,Universidad de Concepcion,Universidad Catolica,1,2
14/2/2021,Everton,Huachipato,1,0
14/2/2021,Iquique,Wanderers,2,0
14/2/2021,La Serena,Audax Italiano,0,2
14/2/2021,Palestino,Coquimbo,2,2
14/2/2021,O'Higgins,Colo Colo,1,1
15/2/2021,Cobresal,Unión Española,4,1
27/03/2021,Curicó,Melipilla,2,0
27/03/2021,Everton,O'Higgins,1,1
27/03/2021,Colo Colo,Union Calera,0,0
27/03/2021,Unión Española,Wanderers,3,1
28/03/2021,Palestino,Antofagasta,2,5
28/03/2021,Huachipato,Cobresal,0,0
28/03/2021,Ñublense,Universidad Catolica,0,1
30/03/2021,Audax Italiano,La Serena,2,1
2/4/2021,Antofagasta,Everton,1,2
2/4/2021,Union Calera,Unión Española,1,0
3/4/2021,Melipilla,Ñublense,1,1
3/4/2021,Universidad de Chile,Huachipato,1,1
3/4/2021,Cobresal,Colo Colo,1,2
4/4/2021,La Serena,Curicó,2,0
4/4/2021,Universidad Catolica,Palestino,2,1
4/4/2021,O'Higgins,Audax Italiano,0,0
10/4/2021,Unión Española,Melipilla,0,2
10/4/2021,Audax Italiano,Universidad Catolica,1,0
11/4/2021,La Serena,Universidad de Chile,0,0
11/4/2021,Wanderers,Union Calera,1,2
11/4/2021,Colo Colo,O'Higgins,1,2
12/4/2021,Ñublense,Cobresal,3,1
12/4/2021,Palestino,Everton,1,1
12/4/2021,Curicó,Antofagasta,1,1
16/04/2021,Melipilla,Palestino,0,1
16/04/2021,Huachipato,Ñublense,5,3
16/04/2021,Universidad Catolica,Curicó,2,1
17/04/2021,O'Higgins,La Serena,0,0
17/04/2021,Union Calera,Audax Italiano,1,1
18/04/2021,Cobresal,Wanderers,2,1
18/04/2021,Everton,Colo Colo,0,2
19/04/2021,Universidad de Chile,Unión Española,2,1
23/04/2021,Curicó,Everton,1,1
24/04/2021,Antofagasta,Cobresal,2,1
24/04/2021,La Serena,Unión Española,0,0
24/04/2021,O'Higgins,Union Calera,1,0
24/04/2021,Wanderers,Ñublense,1,2
25/04/2021,Colo Colo,Universidad de Chile,1,0
26/04/2021,Audax Italiano,Melipilla,1,0
30/04/2021,Everton,La Serena,0,4
1/5/2021,Union Calera,Antofagasta,2,1
1/5/2021,Unión Española,Audax Italiano,1,1
1/5/2021,Ñublense,Colo Colo,5,1
2/5/2021,Cobresal,Curicó,2,0
2/5/2021,Huachipato,O'Higgins,0,1
2/5/2021,Melipilla,Universidad Catolica,2,0
3/5/2021,Universidad de Chile,Wanderers,1,0
7/5/2021,O'Higgins,Unión Española,1,4
8/5/2021,Universidad Catolica,Union Calera,3,0
8/5/2021,La Serena,Ñublense,1,0
8/5/2021,Wanderers,Melipilla,0,3
8/5/2021,Colo Colo,Palestino,1,2
9/5/2021,Curicó,Huachipato,2,2
9/5/2021,Antofagasta,Universidad de Chile,1,2
9/5/2021,Audax Italiano,Cobresal,0,0
22/5/2021,Cobresal,La Serena,2,0
22/5/2021,Ñublense,Curicó,2,0
22/5/2021,Wanderers,O'Higgins,0,0
22/5/2021,Unión Española,Universidad Catolica,3,2
23/5/2021,Melipilla,Antofagasta,1,1
23/5/2021,Huachipato,Colo Colo,0,2
23/5/2021,Universidad de Chile,Everton,0,1
